Data Source,World Development Indicators,,,,,,,,,,
,,,,,,,,,,,
Last Updated Date,3/28/24,,,,,,,,,,
,,,,,,,,,,,
Country Name,Country Code,Indicator Name,2013,2014,2015,2016,2017,2018,2019,2020,2021
Portugal,PRT,Individuals using the Internet (% of population),62.0956,64.59,68.63286148,70.42356709,73.79121395,74.66096815,75.34637794,78.26166044,82.30902804
Paraguay,PRY,Individuals using the Internet (% of population),36.9,43,49.71630466,53.40412748,61.07575622,64.99354302,68.51762842,73.95751114,77.01838621
West Bank and Gaza,PSE,Individuals using the Internet (% of population),46.6,53.67,56.7,59.9,63.3,64.39999371,70.6225837,76.01,81.83
Pacific island small states,PSS,Individuals using the Internet (% of population),21.9648245,24.6382986,27.88712358,31.94289851,40.5441318,,55.03010204,61.16605934,65.23708553
Post-demographic dividend,PST,Individuals using the Internet (% of population),75.69698196,77.36962893,78.67997005,83.18125721,84.41154906,85.97993559,87.46992284,88.62266269,89.28684741
French Polynesia,PYF,Individuals using the Internet (% of population),56.8,60.68,64.56020975,68.44041949,72.70389531,,,,
Qatar,QAT,Individuals using the Internet (% of population),85.3,91.49,92.88482645,95.12466217,97.38884917,99.65284913,99.65280421,99.65284913,100
Romania,ROU,Individuals using the Internet (% of population),49.7645,54.08,55.76315563,59.50395129,63.74728218,70.68127793,73.65747575,78.45526895,83.5904265
Russian Federation,RUS,Individuals using the Internet (% of population),67.97,70.52,70.09924123,73.09143462,76.00813853,80.86472187,82.64216187,84.99466978,88.21384578
Rwanda,RWA,Individuals using the Internet (% of population),9,10.6,12.5,14.6,17.2,19.2,21.35801007,23.8,30.46181693
South Asia,SAS,Individuals using the Internet (% of population),11.30304582,12.83055071,14.1987495,16.20371292,18.01222168,20.22645891,27.99036119,38.97612269,42.58726467
Saudi Arabia,SAU,Individuals using the Internet (% of population),60.5,64.71365737,69.6162358,74.87927469,94.17559961,93.31000185,95.7247356,97.8623325,100
Sudan,SDN,Individuals using the Internet (% of population),,,,14.09999994,18.6,24.6,25.9,28.4,
Senegal,SEN,Individuals using the Internet (% of population),13.1,17.7,21.7,25.66476804,29.64312367,35.3,36.23662727,47.17942509,58.05481906
Singapore,SGP,Individuals using the Internet (% of population),80.90205685,82.1,83.2,84.45226789,84.45226789,88.16563603,88.94925269,92.00434653,96.92468156
Solomon Islands,SLB,Individuals using the Internet (% of population),8,9,10.00046498,11.00090227,11.92422906,,28.19552918,35.88145793,36.131954
Sierra Leone,SLE,Individuals using the Internet (% of population),4,6.057298984,6.344421603,11.77318438,13.23693043,15.8,16.8,18,
El Salvador,SLV,Individuals using the Internet (% of population),23.1093,24.76171215,26.80260496,28.99707305,33.8207289,43.8,50.49119407,54.60136976,62.88028717
San Marino,SMR,Individuals using the Internet (% of population),,,,,60.18230126,,67.85071029,70.48342785,74.8623274
Somalia,SOM,Individuals using the Internet (% of population),1.5,1.63,1.76,1.88,2.004048698,,,,
Serbia,SRB,Individuals using the Internet (% of population),53.45036418,62.07508046,65.3170254,67.05684137,70.33083553,73.36070915,77.41677362,78.36804864,81.16588116
Sub-Saharan Africa (excluding high income),SSA,Individuals using the Internet (% of population),11.1552597,13.36505418,16.00779869,18.63263384,21.2666441,24.82079556,27.76046335,31.82020991,35.85728551
South Sudan,SSD,Individuals using the Internet (% of population),2.2,2.6,3,3.5,4.1,4.8,5.6,6.5,
Sub-Saharan Africa,SSF,Individuals using the Internet (% of population),11.1593891,13.36898543,16.01170993,18.63630831,21.2702329,24.8252702,27.76492234,31.82428951,35.86173873
Small states,SST,Individuals using the Internet (% of population),36.41943539,40.2043424,43.7717254,47.46981584,51.90214605,59.32026938,62.30398071,65.50849814,68.21788119
Sao Tome and Principe,STP,Individuals using the Internet (% of population),23,24.41,25.82,28,29.9312292,30.081,30.23161545,40.31067242,51.20409155
Suriname,SUR,Individuals using the Internet (% of population),37.4,40.08,42.76382778,45.4,48.94517397,53.8,56.80248377,62.08563779,65.93980141
Slovak Republic,SVK,Individuals using the Internet (% of population),77.8826,79.98,77.63468203,80.47585728,81.62566752,80.44892248,82.8536605,89.92090413,88.92560523
Slovenia,SVN,Individuals using the Internet (% of population),72.6756,71.59,73.09865997,75.49850426,78.88542636,79.7499766,83.1083578,86.60130109,89.00399524
Sweden,SWE,Individuals using the Internet (% of population),94.7836,92.52,90.61019664,89.65094761,93.00626697,89.24696316,94.49344341,94.53943122,94.6703163
Eswatini,SWZ,Individuals using the Internet (% of population),24.7,25,25.64304231,28.57,35.3,43.7,54.0343672,56.42093688,58.91291568
Sint Maarten (Dutch part),SXM,Individuals using the Internet (% of population),,,,,,,,,
Seychelles,SYC,Individuals using the Internet (% of population),50.4,51.25470199,54.25961786,56.51470815,58.76981124,70.1,74.75631315,75.46919577,81.59307191
Syrian Arab Republic,SYR,Individuals using the Internet (% of population),26.2,28.09,29.97979724,31.86962727,32.7,33.77,34.65,35.78,
Turks and Caicos Islands,TCA,Individuals using the Internet (% of population),,,,,,,,,
Chad,TCD,Individuals using the Internet (% of population),2.5,2.9,3.5,5.8,7.4,8,8.364171285,11.66019198,17.8688792
East Asia & Pacific (IDA & IBRD countries),TEA,Individuals using the Internet (% of population),38.73473182,41.17134737,44.11887701,47.65282462,50.05697939,55.75395573,60.22353285,66.17135749,70.2887523
Europe & Central Asia (IDA & IBRD countries),TEC,Individuals using the Internet (% of population),53.55780111,57.55975307,59.38503101,63.29786028,67.0101078,73.10004329,77.05831996,80.10138719,83.73837049
Togo,TGO,Individuals using the Internet (% of population),4.5,5.7,7.12,11.31,12.36022497,15.5,20.72732716,29.07583302,34.98405528
Thailand,THA,Individuals using the Internet (% of population),28.94,34.89,39.31612674,47.50496562,52.89192934,56.81748093,66.65241946,77.84374066,85.26956666
Tajikistan,TJK,Individuals using the Internet (% of population),16,17.49,18.98,20.47,21.96,,,,
Turkmenistan,TKM,Individuals using the Internet (% of population),9.6,12.2,14.99677482,17.99032446,21.25099741,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,Individuals using the Internet (% of population),46.43729755,49.0243585,54.63615473,57.71655605,60.23839345,63.55910428,68.69474016,73.94868727,76.18852561
Timor-Leste,TLS,Individuals using the Internet (% of population),11,17.5,18.6,21.2,24.2,27.6,28.00455613,34.12927356,39.45131242
Middle East & North Africa (IDA & IBRD countries),TMN,Individuals using the Internet (% of population),29.49367294,34.53470667,38.83576264,42.91990626,48.44783981,54.08502883,62.11813288,68.2819952,73.27587142
Tonga,TON,Individuals using the Internet (% of population),32.75396061,35.95444145,38.65127243,39.95,46.2,53.4,61.78962999,66.64843101,71.58657964
South Asia (IDA & IBRD),TSA,Individuals using the Internet (% of population),11.30304582,12.83055071,14.1987495,16.20371292,18.01222168,20.22645891,27.99036119,38.97612269,42.58726467
Sub-Saharan Africa (IDA & IBRD countries),TSS,Individuals using the Internet (% of population),11.1593891,13.36898543,16.01170993,18.63630831,21.2702329,24.8252702,27.76492234,31.82428951,35.86173873
Trinidad and Tobago,TTO,Individuals using the Internet (% of population),59.9,62.4,65.1,67.8,70.6,,78.96497802,78.67115844,79
Tunisia,TUN,Individuals using the Internet (% of population),43.8,46.16,46.49999434,49.59999484,55.50015506,64.19081023,66.6999983,72.80748713,78.98965145
Turkiye,TUR,Individuals using the Internet (% of population),46.25,51.04,53.74497914,58.34773401,64.68461768,71.04276084,73.97670229,77.6695605,81.40843745
Tuvalu,TUV,Individuals using the Internet (% of population),21.2,24.1,27.3,31,35.2,,,,71.58657964
Tanzania,TZA,Individuals using the Internet (% of population),4.4,7,10,13.50423285,15.99999943,17.1,18.27725712,23.44750876,31.63313086
Uganda,UGA,Individuals using the Internet (% of population),5.1,5.4,5.8,5.9,5.9,6,6.017815092,6.1,10.34242044
Ukraine,UKR,Individuals using the Internet (% of population),40.954129,46.23597546,48.88464368,53.0009696,58.88947945,62.55315539,70.1248443,75.03790912,79.21829353
Upper middle income,UMC,Individuals using the Internet (% of population),43.56341226,46.1066431,49.46665792,52.71271671,55.23262253,60.14502923,65.37980118,70.81632164,74.32899061
Uruguay,URY,Individuals using the Internet (% of population),57.69,61.46,64.5707871,66.4,70.3223544,80.72684288,83.35153377,86.31019103,90.07384089
United States,USA,Individuals using the Internet (% of population),71.4,73,74.55420245,85.54442129,87.27488917,88.49890317,89.43028486,90.62047017,91.75320833
Uzbekistan,UZB,Individuals using the Internet (% of population),26.8,35.5,42.8,46.79128694,48.69999885,55.20000067,70.39999865,71.09999824,76.59043014
St. Vincent and the Grenadines,VCT,Individuals using the Internet (% of population),43.5,47.4,49.4,51.5,53.7,56,73.96834305,80.429529,84.91281395
"Venezuela, RB",VEN,Individuals using the Internet (% of population),54.9,57,58,60,61.6,,,,
British Virgin Islands,VGB,Individuals using the Internet (% of population),,,,77.70142968,77.70426829,,,,
Virgin Islands (U.S.),VIR,Individuals using the Internet (% of population),45.3,50.07,54.8391373,59.6083158,64.3774943,,,,
Viet Nam,VNM,Individuals using the Internet (% of population),38.5,41,45,53,58.14,69.84792868,68.66158021,70.30000012,74.20999985
Vanuatu,VUT,Individuals using the Internet (% of population),11.3,18.8,22.35140458,24,30.8,39.5,50.73047713,53.27502287,66.33566871
World,WLD,Individuals using the Internet (% of population),35.64925752,37.88078097,40.27005864,43.21598024,45.54307318,49.15756321,53.74888437,59.56913844,63.0713483
Samoa,WSM,Individuals using the Internet (% of population),15.3,21.2,25.40700977,31.7,39.4,49.1,61.21060766,69.20598813,78.24573185
Kosovo,XKX,Individuals using the Internet (% of population),,,,,83.89359681,89.44303197,,,
"Yemen, Rep.",YEM,Individuals using the Internet (% of population),20,22.55,24.08540947,24.57920836,26.71835477,,,,
South Africa,ZAF,Individuals using the Internet (% of population),46.5,49,51.91911572,54,56.16739447,62.4,69.69687508,70.32030996,72.310492
Zambia,ZMB,Individuals using the Internet (% of population),4.8,6.5,8.8,10.3,12.2,14.2999971,16.8,18.05191463,21.23153129
Zimbabwe,ZWE,Individuals using the Internet (% of population),15.5,16.36473996,22.7428181,23.11998904,24.4,25,26.58827407,29.29856532,34.81397069
